2023-11-14 16:34:38.281057, 323495, 1, null, 17, 0, A_IGRB, 8A3234950D060247480A423A4440; 
2023-11-14 16:48:39.597313, 461F9A, 19, null, 17, 1, null, 8D461F9A990C1434B054A6390938; 
2023-11-14 16:49:00.167340, 461F9A, 31, 31, 17, 0, null, 8D461F9AF82300030049B848BC95; 
2023-11-14 16:49:00.167482, 461F9A, 29, null, 17, 0, null, 8D461F9AEA428858013C08B016D2; 
2023-11-14 16:59:10.293978, 502D24, 11, null, 17, 0, null, 8F502D24581110F0A7ADA143939B; 
2023-11-14 16:59:10.293984, 502D24, 19, null, 17, 1, null, 8F502D2499081C92A0A08D14E594; 
2023-11-14 16:59:30.846237, 502D24, 11, null, 17, 1, null, 8F502D2458112441EB8C0211F776; 
2023-11-14 16:59:30.846240, 502D24, 19, null, 17, 0, null, 8F502D2499081892C0A48DEF7CD7; 
2023-11-14 16:59:30.846685, 502D24, 11, null, 17, 1, null, 8F502D2458113441DF8C028E32AB; 
2023-11-14 16:59:30.846691, 502D24, 19, null, 17, 0, null, 8F502D2499081392E0A48DB749DC; 
2023-11-14 16:59:31.088448, 502D24, 19, null, 17, 1, null, 8D502D24990C668F40708FD9712C; 
2023-11-14 16:59:31.492842, 502D24, 11, null, 17, 0, null, 8D502D24581530EE5DAD2E2BE865; 
2023-11-14 16:59:31.693690, 502D24, 29, null, 17, 1, null, 8D502D24EA4E37FE577C081E484E; 
2023-11-14 16:59:51.888703, 502D24, 31, 31, 17, 0, null, 8D502D24F8210002004BB8FD09AE; 
2023-11-14 16:59:51.888753, 502D24, 19, null, 17, 1, null, 8D502D24990C678F406C8F72F9E2; 
2023-11-14 16:59:52.490071, 502D24, 19, null, 17, 0, null, 8F502D24990C699040AC90668E63; 
2023-11-14 17:00:12.938127, 502D24, 28, null, 17, 0, null, 8F502D24E11E3300000000C57DFD; 
2023-11-14 17:01:37.303439, 467890, 29, null, 17, 1, null, 8D467890EA1597F49D7F04E1D923; 
2023-11-14 17:01:37.503261, 467890, 19, null, 17, 1, null, 8D46789099107F8870788BA1FF26; 
2023-11-14 17:01:37.702936, 467890, 11, null, 17, 1, null, 8D467890580F44436D8C08EECCF3; 
2023-11-14 17:01:58.041147, 467890, 11, null, 17, 1, null, 8D467890580F54435F8C13A2880E; 
2023-11-14 17:01:58.041195, 467890, 19, null, 17, 1, null, 8D46789099107D89307C8CC1099F; 
2023-11-14 17:01:58.243799, 467890, 11, null, 17, 1, null, 8D46789058132442098CE7B4BB41; 
2023-11-14 17:01:58.243822, 467890, 19, null, 17, 1, null, 8D46789099106F8B70A08DF85C28; 
2023-11-14 17:01:58.647194, 467890, 29, null, 17, 1, null, 8D467890EA1597F49D7F04E1D923; 
2023-11-14 17:01:58.647257, 467890, 19, null, 17, 1, null, 8D46789099106F8B709C8D6E9A21; 
2023-11-14 17:01:58.647289, 467890, 11, null, 17, 1, null, 8D46789058133442038CEC0E8555; 
2023-11-14 17:02:19.003903, 467890, 11, null, 17, 0, null, 8D467890581340F0A7AE9BBF3CDD; 
2023-11-14 17:02:19.003937, 467890, 19, null, 17, 1, null, 8D46789099106F8B709C8D6E9A21; 
2023-11-14 17:02:19.088281, 467890, 31, 31, 17, 0, null, 8D467890F8030002004BB8F4763E; 
2023-11-14 17:02:19.088781, 467890, 28, null, 17, 1, null, 8D467890E1011D000000008ED0C4; 
2023-11-14 17:03:01.047065, 467890, 29, null, 17, 0, null, 8D467890EA1598649D7F044EF775; 
2023-11-14 17:03:22.072706, 467890, 19, null, 17, 1, null, 8D46789099141C93F09490A95015; 
2023-11-14 17:03:43.090262, 467890, 11, null, 17, 0, null, 8D4678905821B0E70DAEC00054B2; 
2023-11-14 17:03:43.115339, 467890, 29, null, 17, 0, null, 8D467890EA1598649D7F044EF775; 
2023-11-14 17:05:28.220519, 467890, 19, null, 17, 1, null, 8D46789099141E94D0749682330B; 
2023-11-14 17:05:28.273663, 467890, 31, 31, 17, 0, null, 8D467890F8030002004BB8F4763E; 
2023-11-14 17:06:10.352517, 467890, 19, null, 17, 1, null, 8D46789099142498104098446CAD; 
2023-11-14 17:08:37.651940, 4632AE, 19, null, 17, 0, null, 8D4632AE9914C02B3080A8689C7D; 
2023-11-14 17:08:37.852725, 4632AE, 29, null, 17, 0, null, 8D4632AEEA3E985F8F7C0811B14F; 
2023-11-14 17:09:40.504907, 4601F4, 31, 31, 17, 0, null, 8D4601F4F8230002004ABC8AC9A4; 
2023-11-14 17:10:43.757999, 4632AE, 11, null, 17, 1, null, 8D4632AE58A5141B3D991C7118BD; 
2023-11-14 17:10:43.959017, 4632AE, 19, null, 17, 1, null, 8D4632AE9914CE2E7044AEC98EFF; 
2023-11-14 17:11:04.548219, 4632AE, 11, null, 17, 1, null, 8D4632AE58A5141B8D9907FC5C8F; 
2023-11-14 17:11:04.614162, 4632AE, 19, null, 17, 1, null, 8D4632AE9914CE2E7044AEC98EFF; 
2023-11-14 17:11:04.614241, 4632AE, 29, null, 17, 0, null, 8D4632AEEA3E985F8F7C0811B14F; 
2023-11-14 17:11:05.216483, 4632AE, 19, null, 17, 0, null, 8D4632AE9914D32F900CAF133807; 
2023-11-14 17:11:47.235348, 4632AE, 31, 31, 17, 0, null, 8D4632AEF8230002004BBC2A72E1; 
2023-11-14 17:11:47.436009, 4632AE, 29, null, 17, 0, null, 8D4632AEEA3E985F8F7C0811B14F; 
2023-11-14 17:12:07.616031, 4632AE, 19, null, 17, 0, null, 8D4632AE9914D9307008AFDCE83E; 
2023-11-14 17:12:07.633063, 4632AE, 11, null, 17, 1, null, 8D4632AE58A5842E1D94217D36AD; 
2023-11-14 17:12:07.840114, 4632AE, 19, null, 17, 0, null, 8D4632AE9914DA30D804AF5077E0; 
2023-11-14 17:12:07.840536, 4601F4, 11, null, 17, 1, null, 8D4601F4585F84364591DC555B6F; 
2023-11-14 17:12:08.042162, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E5808A28C54CD; 
2023-11-14 17:12:08.042209, 4632AE, 11, null, 17, 1, null, 8D4632AE58A584342D92858FF1CE; 
2023-11-14 17:12:28.637074, 4632AE, 19, null, 17, 0, null, 8D4632AE9914DA30D004AF3ED5E8; 
2023-11-14 17:12:28.671622, 4632AE, 11, null, 17, 0, null, 8D4632AE58A580E2E9B4508CCC52; 
2023-11-14 17:12:29.052311, 4632AE, 19, null, 17, 0, null, 8D4632AE9914DA30B004AFF15193; 
2023-11-14 17:12:29.251777, 4632AE, 11, null, 17, 1, null, 8D4632AE58A5843A8390D4DA4F0E; 
2023-11-14 17:12:49.898901, 4601F4, 11, null, 17, 0, null, 8D4601F4585F80ECBFB185A08D03; 
2023-11-14 17:12:50.098959, 4632AE, 29, null, 17, 0, null, 8D4632AEEA3E985F8F7C0811B14F; 
2023-11-14 17:12:50.099198, 4632AE, 11, null, 17, 1, null, 8D4632AE58A58440CD8F269AB375; 
2023-11-14 17:12:50.300915, 478DF2, 11, null, 17, 0, null, 8D478DF25899B0E8A9D121E8709F; 
2023-11-14 17:12:50.501884, 4601F4, 11, null, 17, 1, null, 8D4601F4585F843E3D8FB9C03072; 
2023-11-14 17:13:10.686546, 478DF2, 19, null, 17, 1, null, 8D478DF2992465339068AB44E4AD; 
2023-11-14 17:13:10.686822, 4601F4, 11, null, 17, 1, null, 8D4601F4585F843E558FB29E8E7F; 
2023-11-14 17:13:10.752373, 478DF2, 19, null, 17, 1, null, 8D478DF2992465339068AB44E4AD; 
2023-11-14 17:13:10.752377, 478DF2, 29, null, 17, 0, null, 8D478DF2EA4E3860017F88F00AFE; 
2023-11-14 17:13:10.752415, 478DF2, 11, null, 17, 0, null, 8D478DF25899C0E90BD1161AEA26; 
2023-11-14 17:13:10.752705, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9804A2A4F232; 
2023-11-14 17:13:10.951623, 4632AE, 11, null, 17, 1, null, 8D4632AE58A58446FD8D7D1A6460; 
2023-11-14 17:13:10.951708, 4601F4, 29, null, 17, 0, null, 8D4601F4EA234858015C085715E4; 
2023-11-14 17:13:11.154314, 478DF2, 29, null, 17, 0, null, 8D478DF2EA4E3860017F88F00AFE; 
2023-11-14 17:13:11.558033, 4601F4, 11, null, 17, 0, null, 8D4601F4585F80F0DFB065D4621E; 
2023-11-14 17:13:31.704521, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9004A2CA503A; 
2023-11-14 17:13:31.704677, 4632AE, 31, 31, 17, 0, null, 8D4632AEF8230002004BBC2A72E1; 
2023-11-14 17:13:31.704778, 4632AE, 11, null, 17, 0, null, 8D4632AE58A580F613AF16903BB4; 
2023-11-14 17:13:31.777276, 478DF2, 11, null, 17, 0, null, 8D478DF2589D10EFCDD04A003AE4; 
2023-11-14 17:13:31.978544, 4601F4, 11, null, 17, 0, null, 8D4601F4585F80F4C1AF56A0D536; 
2023-11-14 17:13:31.978599, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9004A2CA503A; 
2023-11-14 17:13:31.978758, 4632AE, 31, 31, 17, 0, null, 8D4632AEF8230002004BBC2A72E1; 
2023-11-14 17:13:32.179054, 4601F4, 29, null, 17, 0, null, 8D4601F4EA234858015C085715E4; 
2023-11-14 17:13:32.179179, 4632AE, 28, null, 17, 1, null, 8D4632AEE1100C000000009FDBA0; 
2023-11-14 17:13:32.381026, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9004A2CA503A; 
2023-11-14 17:13:32.381065, 4601F4, 11, null, 17, 1, null, 8D4601F4585F84461D8D9FF83B94; 
2023-11-14 17:13:52.726923, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9804A2A4F232; 
2023-11-14 17:13:52.727149, 4601F4, 11, null, 17, 1, null, 8D4601F4585F8446358D982C3591; 
2023-11-14 17:13:52.730096, 4601F4, 28, null, 17, 0, null, 8D4601F4E1140900000000153CC9; 
2023-11-14 17:13:52.765336, 4601F4, 31, 31, 17, 0, null, 8D4601F4F8230002004ABC8AC9A4; 
2023-11-14 17:13:52.765440, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9808A2ECA832; 
2023-11-14 17:13:53.165151, 4601F4, 28, null, 17, 0, null, 8D4601F4E1140900000000153CC9; 
2023-11-14 17:13:53.165207, 4601F4, 31, 31, 17, 0, null, 8D4601F4F8230002004ABC8AC9A4; 
2023-11-14 17:13:53.365920, 4601F4, 29, null, 17, 0, null, 8D4601F4EA234858015C085715E4; 
2023-11-14 17:13:53.366030, 4601F4, 19, null, 17, 0, null, 8D4601F49914891EB804A2E18E1B; 
2023-11-14 17:13:53.566376, 4601F4, 11, null, 17, 1, null, 8D4601F4585F844A178C8F8C379B; 
2023-11-14 17:14:14.167394, 4601F4, 19, null, 17, 0, null, 8D4601F499148A1EB804A2E49149; 
2023-11-14 17:14:35.046908, 4601F4, 19, null, 17, 0, null, 8D4601F499148A1E9004A2CF4F68; 
2023-11-14 17:15:38.275040, 478DF2, 11, null, 17, 0, null, 8D478DF258AB8120BFCA76778F26; 
